HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,CabinNumber,Side,IDCode#1,IDCode#2,1stName,Surname,Spent
Earth,No,TRAPPIST-1e,23,No,0,13,0,773,0,No,G,274,P,1697,1,Hollie,Blainson,786
Mars,Yes,PSO J318.5-22,14,No,0,0,0,0,0,Yes,E,125,S,1698,1,Cakes,Make,0
Earth,No,55 Cancri e,47,No,0,574,0,0,68,Yes,F,336,P,1699,1,Sall,Barkeretton,642
Europa,Yes,TRAPPIST-1e,17,No,0,0,0,0,0,Yes,B,74,S,1700,1,Zavior,Waring,0
Europa,No,TRAPPIST-1e,64,No,0,4,0,6200,622,No,B,74,S,1700,2,Solaron,Waring,6826
Mars,No,TRAPPIST-1e,13,No,1112,0,687,0,3,No,D,60,S,1704,1,Tors,Breke,1802
Mars,No,55 Cancri e,18,No,86,1164,516,0,0,Yes,D,60,S,1704,2,Allota,Fincy,1766
Mars,No,TRAPPIST-1e,29,Yes,0,0,0,0,0,No,E,126,S,1705,1,Barave,Chake,0
Earth,No,PSO J318.5-22,70,No,0,3,1,2,1290,No,F,338,P,1708,1,Lavey,Hopez,1296
Mars,No,TRAPPIST-1e,23,No,31,0,1247,0,47,No,F,326,S,1709,1,Jurbet,Minen,1325
Mars,No,TRAPPIST-1e,23,No,2210,0,89,0,0,Yes,D,61,S,1709,2,Bet,Minen,2299
Mars,No,TRAPPIST-1e,35,No,1313,0,24,0,1,No,,,,1709,3,Bleark,Minen,1338
Mars,No,TRAPPIST-1e,17,No,1744,0,136,8,8,No,E,127,S,1709,4,Donut,Minen,1896
Mars,Yes,TRAPPIST-1e,26,No,0,0,0,0,0,Yes,F,326,S,1709,5,Fams,Minen,0
Mars,No,TRAPPIST-1e,15,No,1554,0,646,20,1241,No,D,61,S,1709,6,Tyog,Minen,3461
Mars,No,TRAPPIST-1e,19,No,285,54,1246,102,0,No,F,326,S,1709,7,Cocowl,Minen,1687
Earth,Yes,PSO J318.5-22,20,No,0,0,0,0,0,Yes,G,276,P,1710,1,Andrey,Mcgowaymond,0
Earth,No,TRAPPIST-1e,51,No,437,244,908,825,0,No,F,327,S,1711,1,nan,nan,2414
Mars,No,TRAPPIST-1e,17,No,139,0,959,21,0,No,F,339,P,1712,1,nan,nan,1119
Mars,No,TRAPPIST-1e,27,No,103,1,49,2421,24,No,F,339,P,1712,2,Cinets,Pamca,2598
Earth,No,TRAPPIST-1e,43,No,84,726,2,0,0,No,G,277,P,1713,1,Calvia,Dyers,812
Earth,No,TRAPPIST-1e,5,No,0,0,0,0,0,No,G,265,S,1714,1,Lorian,Parsoney,0
Earth,Yes,TRAPPIST-1e,17,No,0,0,0,0,0,No,G,266,S,1715,1,Camily,Mirandry,0
Earth,No,TRAPPIST-1e,40,No,813,0,473,236,0,Yes,E,105,P,1717,1,Alicey,Franankson,1522
Earth,No,TRAPPIST-1e,38,No,4,0,0,0,1679,No,E,105,P,1717,2,Yola,Fielsenders,1683
Earth,Yes,TRAPPIST-1e,20,No,0,0,0,0,0,Yes,,,,1718,1,Elindy,Reyervaney,0
Earth,Yes,TRAPPIST-1e,13,No,0,0,0,0,0,No,G,278,P,1719,1,Kerryn,Savaraldez,0
Earth,No,TRAPPIST-1e,15,No,320,36,5,0,640,No,F,341,P,1721,1,Frandy,Alest,1001
Earth,No,TRAPPIST-1e,15,,852,0,0,135,0,No,E,128,S,1723,1,Ivaney,Holcompson,987
Europa,No,55 Cancri e,59,No,8,1563,0,73,31,Yes,A,21,S,1724,1,Hekark,Diateous,1675
Earth,No,TRAPPIST-1e,24,No,0,201,0,0,603,No,F,328,S,1725,1,Breney,Wheelez,804
Mars,Yes,TRAPPIST-1e,,No,0,0,0,0,0,Yes,F,342,P,1727,1,Gibil,Barte,0
Mars,No,55 Cancri e,52,No,1279,0,1061,359,0,No,D,54,P,1727,2,Emoles,Barte,2699
Earth,No,TRAPPIST-1e,38,No,553,0,0,87,243,No,G,280,P,1728,1,Elle,Bakerson,883
Earth,No,TRAPPIST-1e,26,No,21,0,499,568,0,Yes,F,343,P,1729,1,Billya,Merce,1088
Earth,No,55 Cancri e,17,No,68,0,0,0,795,Yes,E,106,P,1730,1,Elson,Curton,863
Earth,Yes,PSO J318.5-22,17,No,0,0,0,0,0,Yes,G,281,P,1731,1,Alfrey,Santry,0
Earth,No,55 Cancri e,20,No,1,808,0,0,0,Yes,G,281,P,1731,2,Lestie,Santry,809
Earth,No,TRAPPIST-1e,15,No,1336,108,0,0,0,No,F,344,P,1733,1,Stevey,Chanan,1444
Earth,Yes,TRAPPIST-1e,30,No,0,0,0,0,0,Yes,G,283,P,1734,1,Guadae,Patrichane,0
Earth,Yes,PSO J318.5-22,22,No,0,0,0,0,0,No,G,284,P,1736,1,Therry,Blancoy,0
Earth,No,TRAPPIST-1e,18,No,0,0,19,467,,No,E,129,S,1738,1,Rosey,Sawyerson,486
Earth,Yes,55 Cancri e,22,No,0,0,0,0,0,Yes,G,268,S,1738,2,Wenny,Sawyerson,0
Earth,Yes,PSO J318.5-22,20,No,0,0,0,0,0,Yes,G,269,S,1739,1,Wine,Jarvey,0
Earth,No,TRAPPIST-1e,22,No,762,13,10,0,0,No,G,270,S,1740,1,Eillis,Torrez,785
Mars,No,PSO J318.5-22,34,Yes,49,478,387,0,0,No,D,55,P,1742,1,Anack,Trad,914
Europa,No,TRAPPIST-1e,28,No,0,1310,0,221,6064,No,E,130,S,1745,1,nan,nan,7595
Mars,Yes,TRAPPIST-1e,50,No,0,0,0,0,0,Yes,F,331,S,1746,1,Clers,Bache,0
Earth,No,55 Cancri e,19,No,0,0,496,13,0,Yes,G,271,S,1747,1,Line,Santantines,509
Earth,No,TRAPPIST-1e,21,No,0,0,0,2,807,No,G,287,P,1748,1,Jeresa,Burchrison,809
Earth,No,TRAPPIST-1e,0,No,0,0,0,0,0,No,G,287,P,1748,2,Erice,Burchrison,0
Earth,No,TRAPPIST-1e,4,No,0,0,0,0,0,Yes,G,287,P,1748,3,Keithy,Burchrison,0
Earth,Yes,PSO J318.5-22,59,No,0,0,0,0,0,No,G,288,P,1749,1,Monald,Coley,0
Earth,No,55 Cancri e,15,No,1006,1,0,0,308,Yes,F,333,S,1752,1,Dell,Chavezalez,1315
Earth,Yes,TRAPPIST-1e,24,No,0,0,0,0,0,Yes,G,272,S,1753,1,Amela,Moodson,0
Earth,Yes,TRAPPIST-1e,26,No,0,0,0,0,0,No,G,273,S,1755,1,Leneva,Mulley,0
Earth,No,TRAPPIST-1e,67,No,26,809,0,39,26,No,F,334,S,1757,1,Juline,Bradamss,900
Earth,No,TRAPPIST-1e,55,No,587,0,0,318,3,No,G,274,S,1758,1,Maril,Fielsenders,908
Earth,No,TRAPPIST-1e,50,No,742,21,10,26,4,No,F,336,S,1760,1,Elicey,Cardsay,803
Earth,No,55 Cancri e,23,No,145,490,17,49,1,No,F,347,P,1761,1,Ine,Sweekstarks,702
Earth,No,PSO J318.5-22,21,No,2400,7,0,20,0,Yes,E,132,S,1762,1,Sylvin,Casez,2427
Earth,No,TRAPPIST-1e,15,No,104,,0,174,253,No,G,275,S,1762,2,Thery,Casez,531
Europa,No,TRAPPIST-1e,41,No,0,3240,0,59,0,Yes,E,133,S,1763,1,Diskeon,Stering,3299
Mars,Yes,TRAPPIST-1e,59,No,0,0,0,0,0,Yes,F,337,S,1764,1,Gies,Laai,0
Mars,No,TRAPPIST-1e,18,No,0,0,0,0,0,No,E,134,S,1764,2,Cin,Laai,0
Earth,No,55 Cancri e,21,No,112,0,0,0,1333,No,F,338,S,1766,1,Ronne,Adavisons,1445
Europa,Yes,55 Cancri e,14,No,0,0,0,0,0,Yes,C,65,S,1767,1,Hekaron,Gleroling,0
Europa,No,TRAPPIST-1e,50,No,3677,782,0,6,1168,Yes,C,65,S,1767,2,Decruxa,Stewder,5633
Europa,No,TRAPPIST-1e,32,No,2973,3368,124,57,42,Yes,C,65,S,1767,3,Coxatik,Gleroling,6564
Europa,Yes,TRAPPIST-1e,46,No,0,0,0,0,0,Yes,C,65,S,1767,4,Coxah,Gleroling,0
Earth,No,TRAPPIST-1e,,No,0,24,0,732,0,No,G,276,S,1768,1,Artis,Beckeey,756
Mars,Yes,TRAPPIST-1e,58,No,0,0,0,0,0,Yes,F,339,S,1769,1,Choney,Sinda,0
Europa,Yes,55 Cancri e,15,No,0,0,0,0,0,Yes,B,75,S,1770,1,Tauxon,Wincer,0
Earth,No,TRAPPIST-1e,35,No,0,338,436,,0,Yes,G,291,P,1771,1,Antone,Cardner,774
Mars,No,TRAPPIST-1e,30,No,1220,0,49,39,0,No,F,348,P,1772,1,Cheats,Butty,1308
Mars,Yes,TRAPPIST-1e,30,No,0,0,0,0,0,Yes,E,135,S,1774,1,Anakes,Canie,0
Earth,No,TRAPPIST-1e,43,No,0,0,870,0,14,Yes,G,277,S,1775,1,Murie,Mejiaddox,884
Earth,No,TRAPPIST-1e,21,No,0,0,809,0,0,No,G,278,S,1776,1,Lynnon,Wolffy,809
Earth,Yes,PSO J318.5-22,15,No,0,0,0,0,0,No,G,279,S,1778,1,Stanya,Adkinson,0
Earth,No,55 Cancri e,37,No,164,603,0,0,11,Yes,F,349,P,1779,1,Evan,Hermanapp,778
Europa,No,55 Cancri e,28,No,0,11026,0,0,12,Yes,C,66,S,1781,1,Alballa,Brailidy,11038
Earth,Yes,TRAPPIST-1e,28,No,0,0,0,0,0,No,,,,1782,1,Stald,Moodson,0
Earth,No,TRAPPIST-1e,40,,596,,135,73,0,No,F,341,S,1782,2,Carold,Moodson,804
Earth,No,55 Cancri e,42,No,28,0,0,0,591,No,G,281,S,1783,1,Carma,Garnettiz,619
Earth,Yes,PSO J318.5-22,21,No,0,0,0,0,0,No,G,281,S,1783,2,Francy,Garnettiz,0
Mars,Yes,55 Cancri e,31,No,0,0,0,0,0,No,E,107,P,1785,1,Miten,Kniva,0
Earth,No,TRAPPIST-1e,51,No,28,94,0,34,638,No,F,342,S,1786,1,Violey,Jacostaney,794
Mars,No,TRAPPIST-1e,73,No,27,2,71,1208,0,No,F,352,P,1792,1,Duckes,Brazo,1308
Europa,Yes,TRAPPIST-1e,26,,0,0,0,0,0,Yes,C,67,S,1796,1,Alcyon,Hariourcal,0
Europa,Yes,55 Cancri e,33,No,0,0,0,0,0,Yes,B,57,P,1797,1,Dhenar,Blanspe,0
Earth,No,TRAPPIST-1e,39,No,1,275,33,376,105,No,E,137,S,1798,1,Bel,Mcfarley,790
Earth,No,TRAPPIST-1e,19,No,5,639,0,84,180,No,G,295,P,1799,1,Shalle,Leonaldez,908
Earth,No,55 Cancri e,12,No,0,0,0,0,0,Yes,G,283,S,1800,1,Jarena,Goffey,0
Earth,Yes,55 Cancri e,10,No,0,0,0,0,0,No,G,283,S,1800,2,Nelle,Goffey,0
Earth,Yes,TRAPPIST-1e,0,No,0,0,0,0,0,No,G,283,S,1800,3,Vick,Goffey,0
Earth,No,TRAPPIST-1e,0,No,0,0,0,0,0,Yes,G,283,S,1800,4,Annah,Morsentley,0
Earth,Yes,TRAPPIST-1e,1,No,0,0,0,0,0,Yes,G,283,S,1800,5,Wandy,Goffey,0
Earth,No,TRAPPIST-1e,33,No,0,0,2,787,1,No,E,109,P,1802,1,Alley,Brantuarez,790
Earth,No,55 Cancri e,23,No,0,169,0,553,0,No,F,354,P,1803,1,Nelsie,Puckley,722
Mars,Yes,TRAPPIST-1e,5,No,0,0,0,0,0,Yes,F,355,P,1804,1,Minies,Curle,0
Earth,Yes,TRAPPIST-1e,24,No,0,0,0,0,0,Yes,G,284,S,1805,1,Doryn,Bradlerson,0
Mars,No,TRAPPIST-1e,26,No,0,0,0,0,0,No,E,138,S,1806,1,Goos,Hotte,0
Europa,No,55 Cancri e,30,No,0,3722,4,140,4045,No,B,58,P,1807,1,Ainor,Ingetrody,7911
Earth,No,TRAPPIST-1e,33,No,0,763,8,2,30,No,F,346,S,1808,1,Rician,Pollarkeeks,803
Mars,No,TRAPPIST-1e,56,No,4694,0,2661,51,0,No,F,356,P,1810,1,Whee,Ruité,7406
Earth,Yes,PSO J318.5-22,25,No,0,0,0,0,0,Yes,G,285,S,1811,1,Gerry,Georgasey,0
Earth,No,TRAPPIST-1e,,,928,20,0,0,0,No,F,347,S,1811,2,Gerek,Georgasey,948
Earth,No,TRAPPIST-1e,25,No,9,852,73,12,57,Yes,F,357,P,1812,1,Agnesa,Hickson,1003
Earth,No,55 Cancri e,18,No,0,0,454,0,263,No,F,358,P,1813,1,Allara,Cainghannon,717
Europa,No,TRAPPIST-1e,60,Yes,1891,640,0,360,52,Yes,C,68,S,1816,1,Naosura,Dicomeng,2943
Europa,No,TRAPPIST-1e,41,No,0,2334,1,6,23,Yes,C,68,S,1816,2,Shail,Tertchty,2364
Earth,No,PSO J318.5-22,16,No,112,0,38,77,443,No,F,349,S,1817,1,Marky,Lanks,670
Earth,Yes,TRAPPIST-1e,17,No,0,0,0,0,0,Yes,G,297,P,1818,1,Felia,Portananney,0
Earth,No,TRAPPIST-1e,26,No,,4,361,0,19,No,G,298,P,1821,1,Ronna,Cohendright,384
Earth,No,TRAPPIST-1e,31,No,2,811,0,0,0,Yes,G,299,P,1822,1,Charly,Mirez,813
Earth,No,TRAPPIST-1e,67,No,143,68,496,182,9,Yes,,,,1823,1,Loree,Byerson,898
Earth,No,55 Cancri e,16,No,,231,569,2,0,No,F,351,S,1826,1,Mollen,Lewintos,802
Earth,No,55 Cancri e,24,No,0,94,1,56,427,No,F,352,S,1827,1,Chrisa,Norrison,578
Earth,No,TRAPPIST-1e,19,No,0,1333,3,624,254,Yes,F,361,P,1828,1,Thelix,Hultz,2214
Europa,No,55 Cancri e,48,No,0,3578,80,123,,Yes,D,56,P,1829,1,nan,nan,3781
Europa,No,TRAPPIST-1e,30,No,1,6398,0,2,295,Yes,D,56,P,1829,2,Propsh,Clumshangs,6696
Europa,No,TRAPPIST-1e,22,No,0,8882,21,2204,19,Yes,D,56,P,1829,3,Luxion,Clumshangs,11126
Europa,No,TRAPPIST-1e,28,Yes,0,4424,3,207,1572,Yes,D,56,P,1829,4,Hadiram,Gloother,6206
Europa,Yes,55 Cancri e,23,No,0,0,0,0,0,Yes,D,56,P,1829,5,Atrinon,Persed,0
Europa,No,TRAPPIST-1e,29,No,0,699,0,0,1955,No,D,56,P,1829,6,Ankark,Persed,2654
Earth,Yes,TRAPPIST-1e,22,No,0,0,0,0,0,No,G,288,S,1831,1,Almary,Gordanieves,0
Europa,No,55 Cancri e,48,No,140,127,0,4102,521,No,C,61,P,1833,1,Mirark,Scoudelle,4890
Mars,No,TRAPPIST-1e,26,No,17,0,1582,0,0,Yes,F,354,S,1834,1,nan,nan,1599
Earth,No,TRAPPIST-1e,23,No,1639,1218,0,1,0,Yes,F,362,P,1836,1,Ronne,Meleon,2858
Earth,No,TRAPPIST-1e,55,No,1104,0,0,0,0,No,F,365,P,1841,1,Ivaney,Flynney,1104
Europa,No,TRAPPIST-1e,46,No,2249,153,137,,194,No,E,112,P,1843,1,Saxinon,Unaasor,2733
Earth,No,PSO J318.5-22,38,No,0,0,0,0,1381,No,F,355,S,1844,1,Andan,Stannondez,1381
Earth,Yes,TRAPPIST-1e,2,No,0,0,0,0,0,Yes,G,289,S,1844,2,Garley,Stannondez,0
Earth,Yes,TRAPPIST-1e,3,No,0,0,0,0,0,Yes,G,289,S,1844,3,Winia,Stannondez,0
Earth,No,TRAPPIST-1e,20,No,0,0,0,788,16,No,F,366,P,1846,1,Elicia,Mejiamsey,804
Earth,No,TRAPPIST-1e,65,No,5,317,,0,123,No,G,290,S,1847,1,Jaimez,Tuckers,445
Earth,No,TRAPPIST-1e,,No,181,0,2,0,663,No,G,291,S,1848,1,Hellia,Gilleranks,846
Earth,No,TRAPPIST-1e,25,No,113,0,0,1282,0,No,F,367,P,1849,1,Antone,Sellentry,1395
Earth,No,PSO J318.5-22,54,No,0,316,257,0,0,No,F,356,S,1850,1,Troya,Schwardson,573
Earth,No,55 Cancri e,25,No,0,0,1,735,25,No,F,356,S,1850,2,Leene,Schwardson,761
Earth,Yes,TRAPPIST-1e,14,No,0,0,0,0,0,Yes,G,302,P,1853,1,Annez,Webstenson,0
Europa,No,55 Cancri e,53,No,0,13527,0,0,771,Yes,A,22,S,1854,1,Gorab,Unprive,14298
Earth,Yes,TRAPPIST-1e,0,No,0,0,0,0,0,Yes,G,303,P,1855,1,Ellena,Jenson,0
Earth,No,TRAPPIST-1e,39,No,0,43,864,0,85,No,E,113,P,1855,2,Mabela,Jenson,992
Earth,No,TRAPPIST-1e,22,No,8,710,0,27,0,Yes,F,368,P,1856,1,Adriet,Combson,745
Mars,No,55 Cancri e,31,No,120,0,657,52,0,No,D,63,S,1857,1,Pios,Emone,829
Mars,Yes,TRAPPIST-1e,24,No,0,0,0,0,0,Yes,F,357,S,1859,1,Slix,Seen,0
Europa,No,TRAPPIST-1e,35,Yes,0,1,0,0,3156,No,A,13,P,1860,1,Caiah,Headfair,3157
Europa,No,55 Cancri e,35,No,95,3441,0,391,318,No,A,13,P,1860,2,Krazet,Headfair,4245
Mars,Yes,TRAPPIST-1e,32,No,0,0,0,0,0,Yes,F,358,S,1861,1,Choney,Clake,0
Mars,No,TRAPPIST-1e,61,No,953,415,974,0,133,No,F,358,S,1861,2,Apix,Clake,2475
Earth,No,55 Cancri e,58,No,14,0,1081,0,0,Yes,F,370,P,1863,1,Bony,Handertiz,1095
Mars,No,TRAPPIST-1e,26,No,1752,22,0,4,,No,D,64,S,1864,1,Hone,Erflé,1778
Earth,Yes,TRAPPIST-1e,4,No,0,0,0,0,0,No,G,292,S,1865,1,Elanda,Roses,0
Earth,No,TRAPPIST-1e,1,No,0,0,0,0,0,No,G,292,S,1865,2,Dandra,Roses,0
Earth,No,TRAPPIST-1e,8,No,0,0,0,0,0,Yes,G,292,S,1865,3,Idary,Owery,0
Earth,No,TRAPPIST-1e,7,No,0,0,0,0,0,No,G,292,S,1865,4,nan,nan,0
Earth,No,TRAPPIST-1e,25,No,0,60,0,646,1115,No,G,292,S,1865,5,Terly,Roses,1821
Earth,No,TRAPPIST-1e,6,No,0,0,0,0,0,No,G,292,S,1865,6,Racyle,Roses,0
Earth,No,TRAPPIST-1e,29,No,0,0,0,0,865,No,F,371,P,1866,1,Billey,Wolffy,865
Mars,Yes,TRAPPIST-1e,64,No,0,0,0,0,0,Yes,F,372,P,1868,1,Sug,Fincy,0
Europa,No,TRAPPIST-1e,31,,0,1983,0,172,52,Yes,C,70,S,1871,1,Aston,Spedlybood,2207
Mars,Yes,TRAPPIST-1e,25,No,0,0,0,0,0,No,E,139,S,1872,1,Stote,Wala,0
Earth,Yes,TRAPPIST-1e,30,No,0,0,0,0,0,Yes,G,293,S,1873,1,Shalle,Barrison,0
Earth,Yes,TRAPPIST-1e,0,No,0,0,0,0,0,No,G,305,P,1874,1,Armene,Woodgezalez,0
Earth,No,PSO J318.5-22,29,No,0,0,0,486,1479,No,F,374,P,1874,2,Vanley,Woodgezalez,1965
Earth,No,TRAPPIST-1e,37,No,28,25,26,806,3,No,G,306,P,1877,1,Raque,Ellahan,888
Earth,No,TRAPPIST-1e,49,No,0,0,0,724,0,No,F,375,P,1878,1,Fanna,Chenson,724
Europa,No,TRAPPIST-1e,36,No,0,583,1789,19,1009,No,D,58,P,1879,1,Alhair,Inderly,3400
Earth,No,55 Cancri e,20,No,470,128,0,0,9,No,F,376,P,1880,1,Valey,Clean,607
Earth,No,TRAPPIST-1e,20,No,2215,0,0,86,0,Yes,F,377,P,1881,1,Samie,Valey,2301
Europa,No,55 Cancri e,18,No,0,16263,72,0,15,Yes,C,71,S,1882,1,Magnon,Antcal,16350
Europa,Yes,55 Cancri e,17,No,0,0,0,0,0,Yes,,,,1882,2,Phonons,Antcal,0
Mars,Yes,TRAPPIST-1e,48,No,0,0,0,0,0,No,E,140,S,1884,1,Whers,Meake,0
Earth,No,TRAPPIST-1e,26,No,0,3,176,611,0,No,E,141,S,1886,1,Briane,Morrows,790
Earth,No,TRAPPIST-1e,35,No,0,88,718,46,0,No,G,295,S,1887,1,Wilmay,Pooley,852
Earth,No,TRAPPIST-1e,30,No,116,0,0,728,29,Yes,F,361,S,1888,1,Benda,Barrelliver,873
Earth,No,TRAPPIST-1e,22,No,0,0,22,0,702,No,F,378,P,1889,1,Vandy,Hewson,724
Earth,Yes,TRAPPIST-1e,5,No,0,0,0,0,0,No,G,307,P,1889,2,Lerome,Hewson,0
Earth,Yes,55 Cancri e,43,No,0,0,0,0,0,No,G,308,P,1890,1,Beathy,Englence,0
Mars,Yes,TRAPPIST-1e,52,No,0,0,0,0,0,No,E,142,S,1891,1,nan,nan,0
Europa,No,TRAPPIST-1e,50,No,5,809,0,309,731,Yes,D,59,P,1892,1,Coxark,Couseced,1854
Europa,No,TRAPPIST-1e,29,No,4,841,0,363,1107,Yes,,,,1892,2,Ashira,Stpingepid,2315
Europa,No,55 Cancri e,19,No,0,748,158,5037,44,No,D,59,P,1892,3,Schird,Stpingepid,5987
Europa,No,55 Cancri e,39,No,0,10153,1,78,5063,Yes,C,72,S,1897,1,Zaurion,Gocent,15295
Europa,No,TRAPPIST-1e,38,No,0,354,0,1806,0,Yes,C,72,S,1897,2,Arino,Gocent,2160
Earth,Yes,55 Cancri e,21,No,0,0,0,0,0,No,G,296,S,1898,1,Walles,Fishopper,0
Earth,No,PSO J318.5-22,25,No,11,44,397,0,0,No,G,297,S,1899,1,Sylvin,Curton,452
Europa,Yes,55 Cancri e,42,No,0,0,0,0,0,Yes,A,14,P,1901,1,Castork,Tractive,0
Europa,Yes,55 Cancri e,36,No,0,0,0,0,0,Yes,A,14,P,1901,2,Neshath,Tractive,0
Earth,No,TRAPPIST-1e,19,No,42,0,345,1431,0,No,G,298,S,1902,1,Benny,Carvis,1818
Earth,Yes,TRAPPIST-1e,42,No,0,0,0,0,0,No,G,309,P,1903,1,Brina,Loway,0
Earth,No,55 Cancri e,40,No,1465,39,0,0,1225,No,F,364,S,1905,1,Kimena,Torrez,2729
Earth,Yes,TRAPPIST-1e,14,No,0,0,0,0,0,No,G,299,S,1906,1,Claura,Booneid,0
Europa,No,TRAPPIST-1e,50,No,,1810,0,126,247,No,D,60,P,1907,1,Axionif,Neceriont,2183
Mars,No,TRAPPIST-1e,18,No,1218,0,34,1095,0,No,E,115,P,1908,1,Herms,Chcak,2347
Earth,No,TRAPPIST-1e,46,No,8,652,0,5,90,No,G,300,S,1911,1,Dia,Cartez,755
Earth,No,TRAPPIST-1e,,No,0,51,0,37,704,No,E,116,P,1915,1,Letta,Hurchez,792
Europa,Yes,TRAPPIST-1e,15,No,0,0,0,0,0,Yes,D,61,P,1916,1,Cheddin,Castery,0
Europa,No,55 Cancri e,22,No,1744,79,0,12,1514,No,D,61,P,1916,2,nan,nan,3349
Europa,Yes,TRAPPIST-1e,0,No,0,0,0,0,0,No,A,23,S,1918,1,Nesham,Assibler,0
Europa,Yes,TRAPPIST-1e,52,No,0,0,0,0,0,Yes,A,23,S,1918,2,Sheleb,Assibler,0
Europa,No,TRAPPIST-1e,38,No,34,2043,0,1339,0,Yes,A,23,S,1918,3,Hallux,Assibler,3416
Mars,No,TRAPPIST-1e,46,No,731,0,288,0,2,No,E,117,P,1920,1,Burbix,Horte,1021
Earth,Yes,55 Cancri e,23,No,0,0,0,0,0,No,G,303,S,1922,1,Tonald,Hickson,0
Europa,No,TRAPPIST-1e,63,No,0,4286,18,4,872,Yes,C,65,P,1923,1,Wasaleh,Dister,5180
Europa,Yes,55 Cancri e,24,No,0,0,0,0,0,Yes,C,65,P,1923,2,Ranan,Dister,0
Earth,Yes,TRAPPIST-1e,50,No,0,0,0,0,0,No,G,304,S,1925,1,Olgary,Matts,0
Earth,Yes,TRAPPIST-1e,20,No,0,0,0,0,0,No,G,305,S,1926,1,Billey,Conney,0
Mars,No,TRAPPIST-1e,55,No,2424,0,1,0,284,No,D,66,S,1927,1,Trohs,Hapie,2709
Earth,No,PSO J318.5-22,21,No,0,0,107,166,388,Yes,E,144,S,1928,1,Leence,Anthon,661
Europa,Yes,55 Cancri e,56,No,0,0,0,0,0,Yes,C,73,S,1931,1,Kumark,Dressink,0
Earth,No,TRAPPIST-1e,45,No,10,0,0,,0,Yes,E,118,P,1933,1,Timyra,Hammons,10
Earth,Yes,55 Cancri e,18,No,0,0,0,0,0,No,G,307,S,1935,1,Sharie,Gallenry,0
Earth,No,TRAPPIST-1e,47,No,7,877,17,0,0,No,F,368,S,1937,1,Therly,Knoxtones,901
Earth,No,TRAPPIST-1e,36,No,0,0,1508,110,117,Yes,F,369,S,1938,1,Gretty,Charpelaney,1735
Mars,No,TRAPPIST-1e,57,Yes,975,0,295,39,0,No,F,385,P,1939,1,Wacks,Burta,1309
Mars,No,TRAPPIST-1e,13,No,3037,10,43,0,0,No,D,62,P,1939,2,Sex,Burta,3090
Mars,No,TRAPPIST-1e,27,No,120,0,1476,3,0,No,F,386,P,1940,1,Wins,Bate,1599
Earth,No,TRAPPIST-1e,20,No,717,0,0,0,0,No,F,370,S,1941,1,Man,Hendrewsons,717
Earth,No,TRAPPIST-1e,47,No,0,444,328,56,,No,G,312,P,1942,1,Gerly,Gaineyerson,828
Earth,No,TRAPPIST-1e,15,No,0,0,787,0,0,No,E,120,P,1945,1,Ambert,Guezaley,787
Earth,No,TRAPPIST-1e,34,No,0,0,53,731,0,No,G,313,P,1946,1,Rayley,Castannison,784
Earth,No,TRAPPIST-1e,21,No,942,0,0,0,7,No,F,372,S,1947,1,Lorian,Vandan,949
Earth,No,TRAPPIST-1e,51,No,0,0,0,101,1357,No,F,374,S,1950,1,Tonyn,Welles,1458
Earth,No,TRAPPIST-1e,23,No,382,0,398,8,0,No,E,121,P,1952,1,nan,nan,788
Earth,No,TRAPPIST-1e,58,No,0,0,0,0,717,No,F,387,P,1953,1,Verney,Bradlerson,717
Mars,No,TRAPPIST-1e,37,No,2765,0,1134,0,0,No,D,68,S,1956,1,nan,nan,3899
Mars,No,PSO J318.5-22,44,,708,0,5,0,74,Yes,D,68,S,1956,2,Mesh,Pread,787
Earth,Yes,TRAPPIST-1e,25,No,0,0,0,0,0,No,G,309,S,1957,1,Patoya,Maynardner,0
Europa,Yes,TRAPPIST-1e,15,No,0,0,0,0,0,Yes,C,66,P,1959,1,Weion,Exibuctich,0
Europa,No,TRAPPIST-1e,40,No,0,382,0,1,3822,No,C,66,P,1959,2,nan,nan,4205
Europa,No,55 Cancri e,29,No,0,433,4899,393,260,Yes,C,66,P,1959,3,Menchah,Exibuctich,5985
Earth,Yes,TRAPPIST-1e,36,No,0,0,0,0,0,Yes,E,122,P,1960,1,Deanny,Lynnerett,0
Earth,No,PSO J318.5-22,21,No,0,0,677,4,0,Yes,E,122,P,1960,2,Joana,Lynnerett,681
Earth,No,TRAPPIST-1e,35,No,302,6,0,6,613,Yes,G,315,P,1961,1,Kayne,Giller,927
Earth,No,TRAPPIST-1e,24,No,3,361,94,824,160,No,F,390,P,1962,1,Verek,Buckeenez,1442
Earth,No,55 Cancri e,2,No,0,0,0,0,0,No,G,316,P,1962,2,Jasony,Buckeenez,0
Earth,Yes,TRAPPIST-1e,0,No,0,0,0,0,0,Yes,G,316,P,1962,3,Dixiel,Ryanga,0
Earth,No,TRAPPIST-1e,43,No,0,0,0,1200,17,No,F,391,P,1963,1,Aarone,Fowlaney,1217
Europa,No,TRAPPIST-1e,63,No,,869,1,375,3377,No,C,74,S,1964,1,Altara,Righturter,4622
Earth,Yes,TRAPPIST-1e,30,No,0,0,0,0,0,Yes,G,318,P,1967,1,Megany,Humphreyes,0
